,Source,Target,CAMEOCode,NumEvents,NumArts,SourceGeoType,TargetGeoType,ActionGeoType,SourceGeoLatInt,TargetGeoLatInt,ActionGeoLatInt,Month
3913751,11263,11263,1,1,2.0,3,3,3,34,35,35,10
3913752,11263,11263,1,1,2.0,1,1,1,38,38,38,10
3930834,11263,6932,20,2,5.0,4,1,1,39,32,33,10
3930835,11263,9409,20,3,9.0,4,1,4,39,32,39,10
3932286,11263,4167,8,2,2.0,2,3,3,36,37,37,10
3932287,11263,4167,19,1,2.0,4,4,4,31,31,31,10
3933856,11263,11263,4,1,1.0,3,3,3,38,38,38,10
3935542,11263,11263,20,2,9.0,3,3,3,37,37,37,10
3938911,11263,4167,1,1,5.0,2,2,2,27,27,27,10
3944720,11263,5838,8,1,2.0,2,2,3,44,44,38,10
3947395,11263,5541,20,1,4.0,2,2,2,42,42,42,10
3947396,11263,6932,5,1,2.0,1,1,1,38,38,38,10
3956421,11263,3844,2,1,5.0,2,2,2,31,31,31,11
3956422,11263,3844,21,1,9.0,1,1,1,38,38,38,11
3958710,11263,11263,1,1,5.0,3,4,4,38,5,10,11
3970509,11263,3961,20,1,2.0,1,4,1,38,38,38,11
3970511,11263,11263,20,1,3.0,3,3,3,34,34,34,11
3987363,11263,11263,21,2,3.0,3,3,3,42,42,42,11
3994305,11263,11263,1,1,2.0,1,1,1,51,51,51,12
3996968,11263,7033,20,1,18.0,1,1,1,38,15,38,12
4005244,11263,3759,1,1,2.0,2,2,2,36,36,36,12
4005245,11263,11263,1,1,4.0,2,2,2,42,42,42,12
4007445,11263,9528,12,1,4.0,3,3,3,32,32,32,12
4007446,11263,11182,12,1,1.0,4,0,0,55,0,0,12
4024785,11263,11263,21,1,2.0,3,3,3,38,38,38,12
4029779,11263,2791,17,1,4.0,1,1,4,38,38,60,12
4029780,11263,2901,3,1,5.0,3,3,3,38,38,38,12
4029781,11263,11263,17,1,2.0,3,3,3,38,38,38,12
4030972,11263,2901,8,1,2.0,2,0,0,36,0,0,12
4030973,11263,11263,8,1,1.0,3,3,3,38,38,38,12
4034092,11263,4167,1,1,5.0,2,2,2,36,36,36,1
4040903,11263,104,1,1,4.0,3,3,3,38,38,38,1
4060392,11263,5838,4,1,2.0,1,1,1,35,35,35,1
4061529,11263,8894,17,1,1.0,3,2,3,38,31,38,1
4076525,11263,11263,20,2,15.0,2,2,2,21,21,21,2
4080844,11263,8894,1,1,3.0,3,3,3,42,42,42,2
4083375,11263,11263,17,2,9.0,3,3,3,38,38,38,2
4093209,11263,11591,3,1,3.0,1,1,1,38,38,38,2
4106346,11263,5777,1,1,1.0,3,3,3,43,43,43,2
4112872,11263,5541,20,1,4.0,4,0,0,55,0,0,2
4128073,11263,4167,1,1,4.0,1,1,1,15,15,15,3
4129662,11263,11322,10,1,4.0,4,4,4,37,37,37,3
4139085,11263,11263,2,1,3.0,5,5,5,35,35,35,3
4139086,11263,11263,4,2,5.0,2,2,2,42,40,40,3
4177635,11263,11263,9,1,4.0,3,2,3,38,36,38,4
4192520,11263,8660,21,1,6.0,3,3,2,38,38,38,4
4192521,11263,9590,21,1,3.0,2,2,0,0,0,0,4
4199003,11263,4167,19,1,4.0,3,3,3,42,42,42,4
4227058,11263,11263,1,1,2.0,2,3,3,42,41,41,5
4227059,11263,11263,1,2,2.0,1,1,1,38,38,38,5
4231545,11263,11591,5,1,1.0,3,3,4,38,38,55,5
4251934,11263,11263,2,1,3.0,4,4,4,32,32,32,6
4268492,11263,6932,1,1,5.0,3,3,3,37,37,37,6
4273996,11263,11263,4,1,4.0,2,2,2,42,42,42,6
4276667,11263,1212,17,1,4.0,2,2,2,36,36,36,6
4282972,11263,7033,21,1,1.0,1,1,1,13,15,13,7
4282973,11263,11263,21,1,4.0,3,3,3,31,31,31,7
4290307,11263,11263,3,2,2.0,1,3,3,60,46,46,7
4293370,11263,3099,20,3,4.0,4,4,4,45,45,45,7
4294835,11263,11263,1,1,9.0,2,2,2,36,36,36,7
4294836,11263,11263,9,1,9.0,1,1,1,38,38,38,7
4310276,11263,11263,1,1,5.0,3,3,3,40,40,40,7
4321074,11263,11263,8,1,4.0,3,3,3,38,38,38,8
4375865,11263,11263,3,2,19.0,3,3,3,38,38,38,9
4384142,11263,11263,7,2,9.0,3,3,3,37,37,37,9
4392603,11263,2791,6,1,2.0,3,3,3,38,38,38,9
4414096,11263,8660,5,1,5.0,3,3,3,42,31,31,10
4414097,11263,11263,5,1,4.0,2,2,2,42,42,42,10
4427287,11263,11263,3,1,2.0,3,3,3,48,48,48,10
4429469,11263,11263,21,2,7.0,2,2,2,43,40,43,10
4433888,11263,6213,7,1,9.0,2,2,2,35,35,35,10
4460454,11263,11408,1,1,2.0,4,4,4,37,37,37,11
4460455,11263,11408,1,1,5.0,4,4,4,51,51,51,11
4473751,11263,4167,17,2,10.0,2,2,2,42,42,42,11
4533274,11263,11263,1,1,4.0,3,3,3,42,42,42,1
4591126,11263,2321,2,1,1.0,4,4,4,44,44,44,2
4591127,11263,2321,3,1,1.0,2,2,2,44,44,44,2
4599460,11263,11263,1,1,3.0,4,4,4,4,4,4,2
4600730,11263,5838,12,1,7.0,1,1,1,13,1,1,2
4600731,11263,11263,8,2,2.0,3,3,2,38,38,38,2
4600732,11263,11387,3,1,5.0,4,3,3,-40,38,38,2
4600733,11263,11387,8,1,5.0,3,2,2,38,38,38,2
4601641,11263,8583,20,1,9.0,3,3,3,47,38,47,2
4602945,11263,11263,1,1,4.0,3,3,3,47,38,47,2
4610229,11263,11263,5,1,5.0,1,1,1,13,13,13,3
4617322,11263,11263,1,1,2.0,2,2,2,40,40,40,3
4617323,11263,11263,5,1,2.0,3,3,3,42,42,42,3
4631869,11263,3759,21,2,3.0,3,1,3,29,-10,29,3
4633357,11263,4167,17,1,7.0,3,3,3,41,41,41,3
4650835,11263,11263,20,1,4.0,1,4,1,38,-17,38,4
4665176,11263,2321,11,1,1.0,2,2,2,42,42,42,4
4674016,11263,11263,20,2,3.0,3,4,4,38,35,35,4
4675205,11263,6286,8,1,2.0,0,0,0,0,0,0,4
4675206,11263,11263,20,2,3.0,4,3,3,33,43,43,4
4678168,11263,11263,1,1,4.0,3,3,3,43,43,43,4
4682776,11263,4167,21,1,9.0,3,4,4,34,27,27,4
4689419,11263,12910,19,2,15.0,2,2,2,42,42,42,5
4691001,11263,11263,1,2,9.0,0,0,0,0,0,0,5
4740238,11263,11263,11,1,2.0,2,2,2,44,44,44,6
4763201,11263,11263,4,1,2.0,2,2,2,38,38,38,6
4766888,11263,3219,5,2,5.0,1,1,1,54,46,46,6
4774399,11263,11263,21,1,4.0,2,2,2,42,42,42,7
4785415,11263,11263,8,1,5.0,4,4,4,21,21,21,7
4794000,11263,11322,21,1,4.0,3,3,3,37,37,37,7
4800697,11263,11263,1,1,3.0,3,3,3,38,38,38,7
4827877,11263,4167,1,1,4.0,2,2,2,36,36,36,8
4827878,11263,5838,4,1,4.0,3,3,3,38,38,38,8
4863269,11263,11263,1,1,3.0,4,2,2,33,42,42,8
4866173,11263,11263,17,1,2.0,4,4,4,30,30,30,9
4877059,11263,11263,6,2,5.0,2,2,2,43,44,44,9
4878452,11263,11263,5,1,3.0,3,3,3,32,32,32,9
4891415,11263,459,21,2,19.0,4,4,4,-37,-37,-37,9
4902876,11263,4167,20,1,2.0,2,2,2,40,40,40,9
4902877,11263,9573,20,1,3.0,2,0,0,40,0,0,9
4915514,11263,11263,12,1,2.0,3,3,3,42,42,42,10
4917187,11263,4226,11,1,2.0,4,2,2,35,37,37,10
4924059,11263,11322,22,2,6.0,3,3,3,41,41,41,10
4927192,11263,11263,1,1,4.0,2,2,2,42,42,42,10
4950162,11263,11263,12,1,2.0,3,1,1,38,25,25,10
4952666,11263,11263,20,1,3.0,1,1,1,39,51,39,10
4952667,11263,11263,21,1,4.0,2,2,2,42,42,42,10
4975867,11263,4167,12,1,5.0,2,2,2,42,42,42,11
4997962,11263,11263,12,1,5.0,3,3,3,39,39,39,11
5014009,11263,9508,21,1,4.0,3,3,2,40,40,37,12
5014010,11263,11263,20,2,3.0,4,4,4,44,44,44,12
5029266,11263,2321,19,1,7.0,3,3,3,38,38,38,12
5029267,11263,7061,19,1,7.0,3,3,3,40,40,40,12
5030796,11263,3759,20,2,5.0,3,2,3,42,42,42,12
5037882,11263,4167,5,2,5.0,3,3,3,37,37,37,12
5046596,11263,11263,1,1,3.0,5,5,5,35,35,35,1
5079443,11263,4167,22,1,5.0,2,1,2,42,15,42,1
5120217,11263,11263,18,1,2.0,1,1,1,38,38,38,2
5128246,11263,7033,15,1,1.0,1,1,1,33,33,15,2
5138378,11263,11263,21,2,4.0,2,1,2,36,16,36,2
5138379,11263,11591,21,2,4.0,2,1,2,36,16,36,2
5154289,11263,11263,21,2,18.0,3,3,3,42,42,42,3
5162586,11263,11263,1,1,9.0,1,1,1,39,39,39,3
5171127,11263,11263,5,1,5.0,3,1,1,38,-29,-29,3
5176259,11263,4167,11,1,5.0,3,3,3,38,38,38,3
5182119,11263,3759,1,1,4.0,3,3,3,28,28,28,3
5182121,11263,4167,11,1,3.0,2,2,2,31,31,31,3
5187496,11263,4167,20,1,2.0,3,3,3,34,34,34,3
5199931,11263,11263,21,3,7.0,3,3,3,41,41,41,4
5207807,11263,4167,11,1,1.0,1,4,4,38,34,34,4
5207808,11263,11263,11,1,1.0,3,3,3,38,38,47,4
5238335,11263,5309,20,1,5.0,3,1,4,38,39,35,4
5241701,11263,11263,1,1,5.0,2,2,4,42,42,17,5
5245872,11263,3759,2,1,5.0,1,3,3,49,40,40,5
5250292,11263,11322,9,1,7.0,3,3,3,38,38,38,5
5260274,11263,6213,7,1,10.0,1,1,1,16,16,16,5
5269479,11263,11263,1,1,10.0,2,2,2,36,36,36,5
5277998,11263,2055,19,2,6.0,4,4,0,10,-12,0,5
5280395,11263,2055,19,3,6.0,4,4,0,10,-12,0,5
5289416,11263,4167,20,1,3.0,3,3,3,38,40,40,5
5297649,11263,11263,3,1,7.0,1,1,1,38,38,38,6
5344760,11263,4167,11,1,7.0,1,1,1,38,38,38,6
5361238,11263,11263,12,1,5.0,1,1,1,-33,38,-33,7
5368492,11263,11263,1,1,2.0,2,2,2,42,42,42,7
5370577,11263,4167,1,1,6.0,3,3,3,41,41,41,7
5370578,11263,7061,9,1,4.0,3,3,3,41,41,41,7
5370579,11263,11263,20,1,6.0,2,2,2,44,44,44,7
5379534,11263,4167,6,1,5.0,3,3,3,41,41,41,7
5387114,11263,11263,11,1,1.0,1,4,0,38,37,0,7
5388837,11263,4167,1,1,1.0,3,4,4,41,40,40,7
5397440,11263,2791,20,3,7.0,3,3,3,38,38,38,7
5406103,11263,9528,21,1,3.0,4,4,4,31,31,31,7
5434220,11263,10852,1,1,1.0,3,3,3,42,42,42,8
5434221,11263,10852,20,2,5.0,1,0,0,38,0,0,8
5450539,11263,11263,9,1,9.0,3,3,3,38,38,38,8
5532256,11263,11263,20,1,5.0,5,4,4,23,28,23,10
5532257,11263,11263,19,1,1.0,3,2,2,40,40,44,10
5577972,11263,11263,20,1,2.0,1,1,4,38,38,22,10
5577973,11263,11263,21,1,1.0,3,3,3,29,29,29,10
5583699,11263,4167,5,1,3.0,1,1,1,38,38,38,10
5591061,11263,11380,11,1,2.0,2,2,2,41,41,41,10
5596256,11263,4167,6,1,5.0,2,2,2,43,43,43,11
5603456,11263,11263,5,1,3.0,3,3,3,38,38,38,11
5626626,11263,9706,21,2,6.0,3,3,3,38,47,38,11
5633784,11263,2471,21,1,5.0,3,2,2,38,31,31,11
5633785,11263,6286,8,2,2.0,3,4,4,38,33,33,11
5636462,11263,8311,19,1,6.0,2,2,2,36,36,36,11
5653627,11263,2791,20,1,2.0,3,2,3,38,44,38,11
5653628,11263,11263,20,1,4.0,2,2,2,0,0,0,11
5693693,11263,1212,3,1,3.0,2,2,2,39,39,39,12
5696071,11263,6213,22,1,5.0,3,3,3,42,42,42,12
5698067,11263,4167,19,1,5.0,2,2,2,32,32,32,12
5722022,11263,11263,1,1,4.0,1,1,1,20,20,20,1
5723558,11263,11263,1,1,2.0,1,1,1,38,38,38,1
5733574,11263,11263,1,2,11.0,0,0,0,0,0,0,1
5743331,11263,3759,1,1,3.0,1,1,1,38,38,38,1
5752194,11263,11263,19,1,8.0,2,2,2,39,39,39,1
5753804,11263,6213,17,2,3.0,1,1,1,38,38,38,1
5762671,11263,11322,2,1,7.0,3,3,3,38,38,38,1
5776955,11263,4167,6,1,9.0,3,3,3,38,38,38,2
5800500,11263,4167,21,1,5.0,3,3,3,45,45,45,2
5800501,11263,11263,20,1,3.0,2,2,2,45,45,45,2
5800502,11263,11263,10,1,1.0,2,2,2,45,45,47,2
5834472,11263,2137,4,1,2.0,2,2,2,44,44,44,3
5888489,11263,9207,22,1,5.0,3,3,3,45,45,45,4
5910252,11263,11306,21,1,2.0,2,2,2,39,39,39,5
5948879,11263,11263,1,1,4.0,3,3,3,38,38,38,6
5950790,11263,2791,7,1,1.0,2,2,2,42,42,42,6
5952682,11263,4167,1,2,5.0,1,1,0,38,38,0,6
5952683,11263,11263,1,1,2.0,1,1,1,38,38,38,6
5993248,11263,11263,12,1,2.0,1,1,1,0,38,38,7
6011217,11263,11390,1,1,10.0,2,2,2,42,42,42,7
6011973,11263,11263,11,1,3.0,2,3,3,39,40,40,7
6012820,11263,11263,12,1,5.0,4,4,1,33,33,31,7
6052624,11263,8152,5,1,1.0,2,1,1,36,60,60,8
6054061,11263,2321,1,1,5.0,3,3,3,38,38,38,8
6076959,11263,10165,1,1,1.0,2,2,2,39,39,39,9
6082687,11263,11263,1,2,3.0,3,3,3,45,45,45,9
6105541,11263,2137,17,1,9.0,3,3,3,38,38,38,10
6117637,11263,3759,11,1,2.0,1,4,4,38,14,14,10
6138811,11263,2800,1,1,2.0,2,2,2,42,42,42,11
6138812,11263,11263,1,2,4.0,2,3,2,42,40,42,11
6138813,11263,11302,1,1,3.0,3,3,2,40,40,42,11
6147448,11263,8297,9,1,3.0,2,2,2,27,27,27,11
6147449,11263,11263,13,1,4.0,2,2,2,42,42,42,11
6170718,11263,2791,20,1,3.0,1,1,1,16,16,16,11
6191017,11263,11263,21,1,1.0,3,3,3,42,42,42,12
6216203,11263,11263,20,1,5.0,3,3,3,38,38,38,12
6219354,11263,11263,5,1,5.0,1,4,1,38,52,38,12
6229188,11263,11539,21,1,9.0,1,1,1,38,38,38,1
6231333,11263,11263,21,1,6.0,2,2,2,44,44,44,1
6237587,11263,11263,21,1,1.0,4,4,4,16,16,16,1
6249848,11263,4167,1,1,5.0,3,3,3,42,38,42,1
6249849,11263,11263,8,1,5.0,3,3,3,42,42,42,1
6254701,11263,10165,21,1,5.0,3,3,3,38,38,38,1
6289193,11263,2321,5,1,2.0,2,2,2,42,42,42,2
6293399,11263,11263,6,2,11.0,0,0,0,0,0,0,2
6299930,11263,11263,4,2,8.0,3,3,3,37,37,37,2
6341247,11263,4167,4,1,5.0,2,2,2,27,27,27,3
6341248,11263,4167,11,1,5.0,2,2,2,40,40,40,3
6341249,11263,11263,3,2,2.0,1,4,4,35,45,45,3
6341250,11263,11263,4,1,3.0,1,1,1,38,38,35,3
6342495,11263,11263,3,2,2.0,1,1,1,38,38,35,3
6347868,11263,6477,2,1,5.0,2,2,2,36,36,36,3
6349446,11263,11263,1,1,2.0,2,2,2,42,42,42,3
6357970,11263,4167,1,1,4.0,2,2,2,27,27,27,3
6403748,11263,11263,9,1,6.0,3,4,3,43,37,43,5
6432941,11263,11263,20,2,8.0,2,1,2,42,46,42,5
6437116,11263,11302,1,1,3.0,3,3,3,38,38,38,5
6441065,11263,6932,1,1,2.0,3,4,4,38,14,14,5
6441066,11263,6932,17,1,5.0,3,3,3,34,34,34,5
6461012,11263,2321,22,1,9.0,1,4,4,38,12,12,6
6462436,11263,2055,21,1,1.0,1,1,1,38,38,38,6
6462437,11263,6932,21,1,7.0,4,4,4,4,4,4,6
6505986,11263,2791,7,1,8.0,4,4,4,33,33,33,6
6523754,11263,2800,9,1,2.0,3,3,3,38,38,38,7
6548718,11263,1212,6,1,8.0,3,3,3,38,38,38,7
6550993,11263,4167,10,1,8.0,1,1,1,15,15,15,7
6557961,11263,2806,21,2,9.0,2,2,2,36,36,36,7
6564634,11263,1773,20,1,18.0,2,2,2,35,35,35,7
6575721,11263,11263,4,1,1.0,0,0,0,0,0,0,8
6577833,11263,10187,21,2,10.0,1,1,1,38,38,38,8
6577834,11263,11263,19,2,7.0,1,1,1,38,38,38,8
6594885,11263,11387,7,1,3.0,2,2,2,32,32,32,8
6599009,11263,11263,11,1,1.0,2,2,2,40,40,40,8
6607240,11263,11263,11,2,3.0,3,3,3,42,42,42,8
6668212,11263,2241,1,1,2.0,3,3,4,38,38,2,10
6668213,11263,11263,2,1,2.0,2,2,2,41,41,41,10
6668214,11263,11263,12,1,2.0,2,2,2,41,41,41,10
6677526,11263,4167,1,3,8.0,3,3,3,38,38,38,10
6679926,11263,11263,21,1,3.0,1,1,1,38,15,38,10
6679927,11263,11263,8,1,2.0,3,3,3,38,38,38,10
6703948,11263,11263,3,1,9.0,1,1,1,60,60,60,10
6703949,11263,11263,3,1,9.0,3,3,3,41,41,41,10
6712890,11263,3759,19,1,6.0,1,1,1,38,38,38,11
6712891,11263,11322,19,1,1.0,3,3,3,44,44,44,11
6751825,11263,4167,1,1,2.0,2,2,2,43,43,43,11
6772465,11263,11263,17,1,2.0,2,3,3,27,41,41,12
6794003,11263,4167,1,1,3.0,3,3,3,41,41,41,12
6800323,11263,5838,21,1,3.0,3,3,3,38,38,38,12
6800324,11263,11263,21,1,3.0,3,3,3,42,42,42,12
6804863,11263,2137,8,1,6.0,1,1,1,38,38,38,12
6804864,11263,2137,11,1,6.0,3,2,2,34,34,34,12
6804865,11263,10203,6,1,6.0,2,2,2,34,34,34,12
6838056,11263,3759,5,1,1.0,1,1,1,38,38,38,1
6840153,11263,3759,5,1,2.0,1,1,1,38,38,38,1
6845462,11263,11263,21,2,3.0,3,2,2,42,44,44,1
6852389,11263,4167,20,2,9.0,1,1,1,49,49,49,1
6865682,11263,2806,11,1,2.0,2,2,2,37,37,37,1
6865683,11263,11263,11,1,3.0,3,3,3,32,32,32,1
6890194,11263,6477,5,1,4.0,4,4,4,28,28,28,2
6890195,11263,11263,5,1,2.0,3,3,3,38,38,38,2
6911554,11263,3759,1,1,6.0,2,1,1,42,33,33,2
6911556,11263,3759,2,1,6.0,2,2,2,42,42,42,2
6930677,11263,2137,17,1,6.0,3,3,3,42,42,42,2
6940772,11263,6932,1,1,1.0,2,2,2,36,36,36,2
6943360,11263,3759,6,1,6.0,3,3,3,38,38,38,2
6943361,11263,11263,1,1,3.0,3,3,3,38,38,38,2
6965123,11263,11263,11,1,4.0,2,2,2,27,27,27,3
6969166,11263,3961,19,2,4.0,2,1,1,42,39,39,3
7002462,11263,4167,6,1,3.0,4,4,4,14,14,14,3
7020271,11263,11263,5,1,1.0,2,2,2,43,43,43,3
7022445,11263,4167,11,1,7.0,2,2,2,37,37,37,3
7024490,11263,4167,11,1,7.0,2,2,2,37,37,37,3
7029292,11263,11263,21,1,2.0,3,3,3,33,33,33,4
7042867,11263,4167,7,1,5.0,2,2,2,42,42,42,4
7042868,11263,11263,1,2,3.0,2,2,2,42,42,42,4
7066368,11263,8517,7,1,9.0,2,2,2,40,42,40,4
7069030,11263,11263,20,1,2.0,1,1,1,38,38,38,4
7070917,11263,11322,21,1,6.0,3,3,3,38,38,38,4
7085211,11263,11263,1,1,5.0,3,3,3,33,33,33,4
7090094,11263,11263,1,1,2.0,2,2,2,42,42,42,5
7119469,11263,6319,20,1,1.0,2,2,2,40,40,40,5
7121274,11263,4167,20,1,2.0,3,3,3,41,41,41,5
7121275,11263,11263,20,1,1.0,3,3,3,41,41,41,5
7121276,11263,11263,21,1,1.0,2,2,2,42,42,42,5
7172818,11263,3759,1,2,8.0,2,2,2,42,42,42,6
7214605,11263,11263,5,1,1.0,2,2,2,43,43,43,7
7260167,11263,11263,11,1,5.0,2,3,3,42,41,41,7
7260168,11263,11263,11,1,5.0,3,3,3,41,41,41,7
7268860,11263,4167,1,1,3.0,3,3,3,42,42,42,7
7268861,11263,11263,1,1,3.0,3,3,3,42,42,42,7
7285339,11263,11263,21,2,10.0,4,4,4,-6,-6,-6,8
7297529,11263,11263,1,1,5.0,1,1,1,38,38,38,8
7305475,11263,11263,8,3,6.0,2,2,2,44,35,35,8
7320147,11263,4167,1,1,5.0,2,2,2,44,44,44,8
7334387,11263,2321,21,1,3.0,3,3,3,40,40,40,8
7334388,11263,3219,20,1,3.0,2,2,2,35,35,35,8
7372088,11263,2479,19,2,15.0,2,4,4,42,53,53,9
7395074,11263,11263,3,1,2.0,2,2,2,42,42,42,9
7402502,11263,9528,1,3,6.0,4,2,4,59,41,59,9
7413071,11263,4289,20,7,26.0,3,4,4,44,18,18,9
7437474,11263,11263,21,1,6.0,4,4,4,59,59,59,10
7437475,11263,11408,21,1,2.0,3,3,3,38,38,38,10
7467960,11263,11263,20,2,4.0,1,2,1,31,41,31,10
7470873,11263,11263,16,1,5.0,3,3,3,39,39,39,10
7480362,11263,11263,21,1,4.0,4,1,4,30,31,30,10
7486374,11263,4988,15,1,10.0,3,3,3,43,43,43,10
7489082,11263,11263,5,1,1.0,3,2,2,41,41,41,10
7514133,11263,11263,1,1,3.0,3,3,3,34,34,34,11
7523409,11263,4167,5,1,3.0,2,2,2,44,44,44,11
7523410,11263,4167,8,1,3.0,2,2,2,44,44,44,11
7525899,11263,11263,6,1,8.0,2,2,2,44,44,44,11
7547064,11263,5838,4,1,2.0,3,3,3,41,41,41,11
7554991,11263,3759,20,1,3.0,3,3,3,41,41,41,11
7563143,11263,11380,13,1,5.0,2,2,2,44,44,44,11
7590939,11263,11263,20,1,2.0,3,3,3,38,38,38,12
7598889,11263,2321,1,1,4.0,1,1,1,42,42,42,12
7598890,11263,3099,3,1,4.0,2,2,2,41,41,41,12
7598891,11263,3099,11,1,4.0,3,3,3,38,38,38,12
7632135,11263,11263,21,3,3.0,3,4,3,38,49,38,12
7653397,11263,3844,22,1,1.0,3,3,3,34,34,34,1
7653398,11263,11263,16,1,5.0,3,3,3,42,42,42,1
7663100,11263,11263,20,1,1.0,1,1,1,15,15,15,1
7663101,11263,11263,21,1,5.0,2,2,2,36,36,36,1
7674638,11263,3402,5,1,1.0,2,2,2,43,43,35,1
7674639,11263,3402,11,1,1.0,2,2,2,43,43,43,1
7679324,11263,11263,12,1,2.0,3,3,3,34,34,34,1
7681463,11263,11263,1,1,1.0,3,3,3,28,28,28,1
7690663,11263,5777,20,5,9.0,3,3,4,34,34,34,1
7690664,11263,5816,20,2,4.0,2,4,0,36,34,0,1
7697341,11263,2321,13,1,5.0,3,1,1,38,15,15,1
7706216,11263,2791,11,1,7.0,2,2,2,37,37,37,1
7706217,11263,2791,19,2,7.0,2,2,3,34,34,38,1
7706218,11263,11349,4,1,5.0,2,2,2,34,34,34,1
7727706,11263,11380,1,1,5.0,2,2,2,41,41,41,2
7762003,11263,4167,1,2,4.0,2,2,2,41,41,41,2
7773911,11263,11263,20,2,3.0,3,3,3,38,38,38,2
7833931,11263,11263,5,1,1.0,3,3,3,43,43,43,3
7874353,11263,11263,21,2,3.0,3,3,3,42,42,42,4
7892190,11263,3759,22,1,3.0,4,4,0,42,37,0,4
7904454,11263,4167,11,1,7.0,2,2,2,44,44,44,4
7904455,11263,11263,17,1,2.0,2,2,2,44,44,44,4
7912188,11263,11263,1,1,2.0,2,2,2,40,40,40,4
7925285,11263,7956,21,1,1.0,2,2,2,35,35,35,4
8014451,11263,3759,1,1,8.0,2,2,2,31,31,31,5
8022912,11263,11263,20,2,2.0,1,1,0,38,38,0,6
8085147,11263,11263,5,1,4.0,2,2,2,43,43,43,6
8122689,11263,11263,4,1,6.0,3,3,3,38,38,38,7
8129263,11263,1212,1,1,3.0,4,4,4,21,21,21,7
8142230,11263,4167,4,1,4.0,3,3,3,38,38,38,7
8145791,11263,11263,1,1,5.0,3,3,3,38,38,38,7
8163069,11263,3219,4,3,3.0,1,4,4,38,49,49,7
8163070,11263,3219,21,1,2.0,4,4,4,49,49,49,7
8163071,11263,3272,4,1,1.0,1,4,1,38,49,38,7
8180434,11263,11263,21,1,3.0,2,2,2,40,40,40,8
8205929,11263,2321,18,1,5.0,3,4,4,38,14,14,8
8244457,11263,3759,1,1,3.0,4,4,4,41,41,41,8
8253160,11263,2321,21,1,6.0,1,1,1,38,38,38,9
8295002,11263,11302,1,1,1.0,2,2,2,36,36,36,9
8295003,11263,11302,1,1,1.0,2,3,3,36,34,34,9
8301333,11263,11263,3,1,1.0,4,4,4,42,42,42,9
8359111,11263,11263,3,1,3.0,4,4,4,64,64,64,10
8364637,11263,11263,19,1,3.0,3,4,4,40,39,39,10
8372316,11263,4167,11,1,5.0,2,2,2,36,36,36,10
8374285,11263,4167,1,1,8.0,3,3,3,41,41,41,11
8379860,11263,1212,1,1,3.0,3,3,3,38,38,38,11
8387012,11263,2321,1,2,3.0,1,1,1,42,42,42,11
8403080,11263,8894,21,1,3.0,3,3,3,32,32,32,11
8403081,11263,8930,21,1,1.0,3,4,4,32,15,15,11
8428946,11263,11263,11,1,4.0,3,3,3,34,34,34,11
8432083,11263,2321,9,1,3.0,2,3,3,38,38,38,11
8432084,11263,11263,9,1,1.0,3,3,3,39,39,39,11
8432085,11263,11299,9,1,2.0,3,3,3,39,39,39,11
8443655,11263,11263,20,2,6.0,3,3,3,38,38,38,11
8443656,11263,11263,21,1,4.0,2,2,2,42,42,42,11
8446334,11263,11263,11,1,1.0,3,3,3,38,38,38,12
8449482,11263,3759,9,1,5.0,1,1,1,38,38,38,12
8461475,11263,1315,11,1,1.0,3,3,3,38,38,38,12
8491393,11263,4167,1,1,2.0,3,3,3,39,39,39,12
8491394,11263,4167,1,1,2.0,2,2,2,42,42,42,12
8492728,11263,3759,1,1,2.0,2,2,2,40,40,40,12
8526547,11263,11263,21,1,2.0,2,2,2,42,42,42,1
8553835,11263,11263,21,2,9.0,3,3,3,38,38,38,1
8572765,11263,760,19,1,3.0,1,1,1,13,13,13,1
8577402,11263,4167,7,1,2.0,3,3,3,39,39,39,1
8599292,11263,4167,12,1,5.0,3,3,3,38,38,38,2
8609242,11263,6969,21,1,1.0,1,1,1,38,-10,38,2
8616202,11263,5541,20,1,8.0,1,1,1,38,15,38,2
8622483,11263,2321,8,1,2.0,3,3,0,38,38,0,2
8625471,11263,11468,21,2,5.0,3,3,3,42,42,42,2
8630977,11263,2137,19,1,2.0,2,2,2,35,35,35,2
8642201,11263,11263,4,1,8.0,2,2,2,43,43,43,2
8661631,11263,4167,5,1,5.0,3,1,3,34,13,34,2
8672163,11263,2638,21,2,5.0,3,1,1,31,19,19,3
8675276,11263,2638,21,1,2.0,3,3,3,38,38,38,3
8681704,11263,11263,5,1,2.0,4,3,3,35,38,38,3
8690712,11263,2137,1,1,5.0,3,3,3,37,37,37,3
8693076,11263,4167,20,2,8.0,2,1,1,43,52,52,3
8706557,11263,4167,1,2,2.0,2,2,2,38,38,38,3
8706558,11263,4167,6,2,2.0,2,2,2,38,38,38,3
8706559,11263,4167,7,2,2.0,2,2,2,38,38,38,3
8708947,11263,11263,21,1,1.0,4,4,4,21,21,21,3
8737831,11263,8982,11,1,3.0,3,3,3,38,38,38,3
8776792,11263,1348,5,2,5.0,2,0,0,27,0,0,4
8787073,11263,11263,1,2,5.0,2,2,2,42,42,42,4
8839468,11263,9947,4,1,5.0,4,4,4,49,49,49,5
8839469,11263,9947,21,1,5.0,3,1,3,37,1,37,5
8845792,11263,6933,9,1,7.0,3,3,3,38,38,38,5
8859551,11263,9947,9,1,9.0,1,0,0,38,0,0,5
